"category";"equip_name";"cost";"serial_number";"under_warrenty";"functionality";"status";"state";"district";"facility";"department";"manufacturer";"model";"price";"installation_date";"return_date";"borrow_date";"cluster"
"Diagnostic/Monitoring";"BP Machine";1000000;"IZ26gqB";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"28/10/20";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"BN31rlT";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"Anita Industries";"BP Instrument";0;"28/10/20";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"VA81nyB";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"Romson";"ANSPY";0;"30/12/20";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"IJ62iqX";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"Romson";"ANSPY";0;"30/12/20";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"GM13ehH";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"2/3/15";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"KV90aoR";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"2/3/15";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"JD00hsJ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Psychiatry(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/18";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"UD70qsG";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"30/12/14";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"WO41cfT";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"30/12/14";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"EU90lvK";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"30/12/14";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"DH12msS";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";" Elico";"BP Instrument";0;"30/12/14";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"OU77gcI";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Neurology(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"8/3/17";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"YB46ssH";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Neurology(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"8/3/17";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"UU16nlK";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Neurology(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"8/3/17";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"UL96zoI";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"28/7/15";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"IS11mxG";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"28/7/15";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"SJ25rlK";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"28/7/15";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"UU89ycX";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"28/7/15";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"UA19ppF";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"16/8/17";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"JF88gyC";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"16/8/17";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"AS55asU";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"16/8/17";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"SM50euC";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"16/8/17";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"GY21zoR";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";1870;"21/2/08";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"DQ53skS";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";1870;"21/2/08";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"HZ11szJ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";1870;"21/2/08";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"XT87jaX";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"ELKOMETER";1870;"21/2/08";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"EM89qvA";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Anita Industries";"ELKOMETER";1870;"21/2/08";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"WS24otC";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"15/6/18";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"AH28ptA";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"15/6/18";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"FF10jdO";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"YZ82ppX";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"15/6/18";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"SQ26khJ";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"15/6/18";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"AA07cgM";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"15/6/18";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"IQ11wlG";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"8/9/20";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"SM76oyO";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"8/9/20";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"PS25aaP";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"8/9/20";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"BM56mcN";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"8/9/20";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"BD06lzO";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"IW89gsW";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"8/9/20";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"ZN98vhC";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"16/8/21";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"XV84rwT";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"23/8/05";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"JF42jkJ";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"23/8/05";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"ES55syI";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"23/8/05";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"LA10zrK";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anita Industries";"SPM300";0;"23/8/05";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"WM66dcM";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"RDC Biochemistry(MKCG MCH)";"Remi Motors";"RA 4C";0;"30/12/18";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"GD29peZ";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Psychiatry(MKCG MCH)";"simco products";"EVEREST";0;"30/12/93";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"FS00noU";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"Remi Motors";"RA 4C";0;"30/12/12";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"BH86keP";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"SNCU(MKCG MCH)";"Remi Elektrotechnik Limited";"RM12CDX";0;"9/3/18";"";"";1
"Diagnostic/Monitoring";"Defibrillator";200000000;"FQ74hzO";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"Philips";"HEART START XL";307650;"31/12/20";"";"";2
"Diagnostic/Monitoring";"Defibrillator";200000000;"AT64qkV";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"Philips";"HEART START XL";307650;"31/12/20";"";"";2
"Diagnostic/Monitoring";"Defibrillator";200000000;"UX98kjN";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"NIHON KOHDEN INDIA PVT LTD";"tec5531k";0;"30/12/14";"";"";2
"Diagnostic/Monitoring";"Defibrillator";200000000;"HO82zqO";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"Physio Control";"LP 20C";0;"2/8/14";"";"";1
"Diagnostic/Monitoring";"Defibrillator";200000000;"PS63krJ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Medicine(MKCG MCH)";"MEDITRONICS Healthcare and Imaging";"LIFEPAK 20";346500;"16/6/12";"";"";2
"Diagnostic/Monitoring";"ECG Machine";120000000;"BS64dyS";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"Mortara";"ELI250C";120000;"24/3/21";"";"";2
"Diagnostic/Monitoring";"ECG Machine";120000000;"OZ80sjO";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"Mortara";"ELI250C";120000;"19/2/21";"";"";1
"Diagnostic/Monitoring";"ECG Machine";120000000;"FJ84sfL";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"Mortara";"ELI250C";120000;"19/2/21";"";"";1
"Diagnostic/Monitoring";"ECG Machine";60000000;"VH95uzG";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"BPL HEALTHCARE";"6108-T";38640;"12/3/08";"";"";1
"Diagnostic/Monitoring";"ECG Machine";60000000;"ZN63moY";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"BPL HEALTHCARE";"6108-T";38640;"12/3/08";"";"";1
"Diagnostic/Monitoring";"ECG Machine";30000000;"RW33smO";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Medicine(MKCG MCH)";"Allengers Medical Systems Ltd";"PISCE A-101";16600;"20/7/18";"";"";1
"Diagnostic/Monitoring";"ECG Machine";30000000;"UP46toK";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"Allengers Medical Systems Ltd";"PISCE A-101";17264;"22/12/18";"";"";1
"Diagnostic/Monitoring";"ECG Machine";30000000;"SP09glE";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"BPL HEALTHCARE";"108T DIGI";19800;"23/6/15";"";"";2
"Diagnostic/Monitoring";"ECG Machine";30000000;"ZM53gaD";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"BPL HEALTHCARE";"108T DIGI";19800;"23/6/15";"";"";2
"Diagnostic/Monitoring";"ECG Machine";30000000;"BV99mwZ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"BPL HEALTHCARE";"108T DIGI";19800;"23/6/15";"";"";1
"Diagnostic/Monitoring";"ECG Machine";30000000;"TL61bdJ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"Allengers Medical Systems Ltd";"PISCE A-101";0;"12/12/18";"";"";2
"Laboratory";"Microscope";30000000;"RJ48psC";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";"Olympus";"OIC";7880;"23/11/96";"";"";0
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"KC59uoE";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"31/3/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"DR21tvA";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";36314;"31/3/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"GH04thE";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";36314;"31/3/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"KE84hiU";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"SNCU(MKCG MCH)";"BPL HEALTHCARE";"CLEO PLUSE";41000;"24/2/21";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"SS06ayW";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Urology(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"31/3/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"HX07ygP";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"SNCU(MKCG MCH)";"BPL HEALTHCARE";"CLEO PLUSE";41000;"24/2/21";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"CU76hwQ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"SNCU(MKCG MCH)";"BPL HEALTHCARE";"CLEO PLUSE";41000;"24/2/21";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"OF69wlN";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"SNCU(MKCG MCH)";"Beijing Choice Electronic Tech Co";"MD300 C26";0;"2/11/20";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"RQ83dnJ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"22/2/11";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"ZB18tvG";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Opthalmology(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"23/4/15";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"KK29izT";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"20/7/10";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"CR59lsD";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"3/4/14";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"YW01evW";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"3/4/14";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"HU20goD";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"3/4/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"BA34bnJ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"3/4/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"DH84naZ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Medicine(MKCG MCH)";"Infunix Technology Co ltd";"IP1010";43300;"18/7/14";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"MY95yoE";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"20/3/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"NO96goV";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"20/3/14";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"QC14djL";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Plastic Surgery(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37131;"29/3/14";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"JN07maJ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Infunix Technology Co ltd";"IP1010";43550;"27/6/17";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"AD37iyU";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"31/3/14";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"PP24zoV";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Cardiology(MKCG MCH)";"L and T  Medical Equipment and systems";"STELLAR P";37313;"20/7/10";"";"";1
"Laboratory";"Semi Auto Analyser";125000000;"NY60uwE";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"RDC Biochemistry(MKCG MCH)";"Transasia Biomedicals Ltd";"CHEM-5 PLUSE V2";138000;"6/8/18";"";"";1
"Laboratory";"Semi Auto Analyser";125000000;"IW68cyH";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"RDC Biochemistry(MKCG MCH)";"Tulip Diagnostics Pvt Ltd";"COROLAB3000";119000;"11/3/16";"";"";2
"Respiratory";"Suction machine";6500000;"EA56qeV";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Nephrology(MKCG MCH)";"Anand Surgical Industries";"Hi-vac";8600;"2/6/16";"";"";2
"Respiratory";"Suction machine";6500000;"QU50cdI";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Neuro Surgery(MKCG MCH)";"Anand Surgical Industries";"SURGIX ASI-204A";8222;"10/3/10";"";"";1
"Respiratory";"Suction machine";6500000;"ED33olG";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";5950;"20/2/14";"";"";2
"Respiratory";"Suction machine";6500000;"KZ10acI";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8200;"17/5/13";"";"";2
"Respiratory";"Suction machine";6500000;"RR68paU";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8200;"17/5/13";"";"";2
"Respiratory";"Suction machine";6500000;"YM79qhM";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8200;"17/5/13";"";"";1
"Respiratory";"Suction machine";6500000;"RH14xcP";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anand Surgical Industries";"SURGIX.";8500;"1/10/20";"";"";1
"Respiratory";"Suction machine";6500000;"XN45taQ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Neuro Surgery(MKCG MCH)";"ANAND ENGINEERING";"VENKY DX";9200;"4/2/21";"";"";2
"Respiratory";"Suction machine";6500000;"QV69fxU";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"30/12/13";"";"";2
"Respiratory";"Suction machine";6500000;"DQ04ffY";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"30/12/13";"";"";2
"Respiratory";"Suction machine";6500000;"ZQ20evV";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Orthopedics Surgery(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8500;"21/11/17";"";"";1
"Respiratory";"Suction machine";6500000;"KN94ynG";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"30/12/13";"";"";1
"Respiratory";"Suction machine";6500000;"QG13cnW";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Orthopedics Surgery(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";7860;"20/2/20";"";"";1
"Respiratory";"Suction machine";6500000;"QQ68epQ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Orthopedics Surgery(MKCG MCH)";"Bacin And co";"Surgix";6137;"9/8/17";"";"";2
"Respiratory";"Suction machine";6500000;"IK58odR";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8200;"31/1/15";"";"";2
"Respiratory";"Suction machine";6500000;"OC75nkH";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8200;"31/1/15";"";"";1
"Respiratory";"Suction machine";6500000;"BB44kaK";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Pioneer";"DO804";6200;"23/9/13";"";"";2
"Respiratory";"Suction machine";6500000;"TG56qqF";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8250;"17/10/16";"";"";1
"Respiratory";"Suction machine";6500000;"OU52qlK";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"Pioneer";"DO804";6200;"23/9/13";"";"";1
"Respiratory";"Suction machine";6500000;"RE77fyU";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"OG(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";5950;"12/6/14";"";"";2
"Respiratory";"Suction machine";6500000;"XC09xjF";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";8600;"30/12/13";"";"";2
